Year,Частота наблюдений,Тип отчетности,Series,Территория,Пол,Units,Value
2008,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,81.679899
2009,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,82.704723
2010,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,81.83755
2011,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,78.880836
2012,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,90.334237
2013,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,90.032265
2014,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,86.073371
2015,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,72.743563
2016,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,67.061001
2017,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,70.8
2018,Годовая,Национальный,SH_TBS_INCD,Баткенская область,,PER_100000_POP,64.887679
2007,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,70.837249
2008,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,67.32306700000001
2009,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,81.332337
2010,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,62.3
2011,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,63.9
2012,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,79.7
2013,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,81.0
2014,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,78.8
2015,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,63.1
2016,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,66.6
2017,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,65.7
2018,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Женщины,PER_100000_POP,60.420827
2007,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,89.74509599999999
2008,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,95.98673000000001
2009,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,84.03016
2010,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,100.8
2011,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,93.4
2012,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,100.7
2013,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,98.8
2014,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,93.2
2015,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,82.0
2016,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,67.5
2017,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,75.7
2018,Годовая,Национальный,SH_TBS_INCD,Баткенская область,Мужчины,PER_100000_POP,69.19237700000001
2007,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,91.916186
2008,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,88.33931199999999
2009,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,87.78748900000001
2010,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,85.931674
2011,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,82.549369
2012,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,86.910818
2013,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,80.886516
2014,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,85.34428
2015,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,76.512241
2016,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,84.915163
2017,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,80.2
2018,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,,PER_100000_POP,73.346827
2007,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,75.21800999999999
2008,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,71.207543
2009,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,71.79005699999999
2010,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,74.3
2011,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,72.983333
2012,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,75.789204
2013,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,74.3
2014,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,81.8
2015,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,66.2
2016,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,79.5
2017,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,72.8
2018,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Женщины,PER_100000_POP,64.089585
2007,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,108.757553
2008,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,105.62176399999998
2009,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,103.75711
2010,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,97.6
2011,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,92.090531
2012,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,97.991089
2013,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,87.5
2014,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,88.8
2015,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,86.7
2016,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,90.3
2017,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,87.5
2018,Годовая,Национальный,SH_TBS_INCD,Джалал-Абадская область,Мужчины,PER_100000_POP,82.492292
2007,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,74.81839699999999
2008,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,65.710142
2009,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,68.260473
2010,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,67.280621
2011,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,68.345501
2012,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,70.114091
2013,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,69.96319799999999
2014,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,63.962325
2015,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,58.459621
2016,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,60.411218999999996
2017,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,48.6
2018,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,,PER_100000_POP,48.933537
2007,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,57.509562
2008,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,56.84919
2009,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,57.584509999999995
2010,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,55.0
2011,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,53.747679000000005
2012,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,57.222843000000005
2013,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,57.9
2014,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,51.3
2015,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,48.5
2016,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,53.8
2017,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,34.8
2018,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Женщины,PER_100000_POP,34.802403999999996
2007,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,92.654432
2008,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,74.822647
2009,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,79.185677
2010,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,79.8
2011,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,83.206714
2012,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,83.21700799999999
2013,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,82.2
2014,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,76.8
2015,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,68.5
2016,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,67.1
2017,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,62.4
2018,Годовая,Национальный,SH_TBS_INCD,Иссык-Кульская область,Мужчины,PER_100000_POP,63.187107999999995
2007,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,89.134835
2008,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,101.241128
2009,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,97.171948
2010,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,103.928178
2011,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,95.24098599999999
2012,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,105.056599
2013,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,90.465191
2014,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,98.190078
2015,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,84.752208
2016,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,77.322632
2017,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,59.5
2018,Годовая,Национальный,SH_TBS_INCD,Нарынская область,,PER_100000_POP,67.95977099999999
2007,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,73.136894
2008,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,93.896008
2009,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,87.733728
2010,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,85.5
2011,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,86.159148
2012,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,83.765487
2013,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,76.0
2014,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,87.0
2015,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,75.0
2016,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,63.3
2017,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,49.0
2018,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Женщины,PER_100000_POP,47.075606
2007,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,104.664525
2008,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,108.341574
2009,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,106.394379
2010,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,121.9
2011,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,104.08086899999999
2012,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,125.735925
2013,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,104.4
2014,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,109.0
2015,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,94.2
2016,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,91.0
2017,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,69.6
2018,Годовая,Национальный,SH_TBS_INCD,Нарынская область,Мужчины,PER_100000_POP,88.116038
2007,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,102.866708
2008,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,97.93956999999999
2009,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,99.50311500000001
2010,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,90.272855
2011,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,86.981785
2012,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,89.531841
2013,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,97.42358399999999
2014,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,90.681619
2015,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,91.23786899999999
2016,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,83.857442
2017,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,84.4
2018,Годовая,Национальный,SH_TBS_INCD,Ошская область,,PER_100000_POP,75.003106
2007,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,85.479058
2008,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,79.853854
2009,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,84.498903
2010,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,83.3
2011,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,78.306875
2012,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,79.852654
2013,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,89.2
2014,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,82.7
2015,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,83.8
2016,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,78.4
2017,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,73.3
2018,Годовая,Национальный,SH_TBS_INCD,Ошская область,Женщины,PER_100000_POP,68.791282
2007,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,120.17593500000001
2008,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,115.96536599999999
2009,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,114.26834299999999
2010,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,97.1
2011,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,95.537626
2012,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,99.072585
2013,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,105.5
2014,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,98.5
2015,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,98.5
2016,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,89.2
2017,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,95.3
2018,Годовая,Национальный,SH_TBS_INCD,Ошская область,Мужчины,PER_100000_POP,81.086922
2007,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,109.772016
2008,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,98.863075
2009,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,98.836801
2010,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,105.89956000000001
2011,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,107.889182
2012,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,96.876369
2013,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,106.455247
2014,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,101.92599399999999
2015,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,95.886509
2016,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,83.723318
2017,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,73.9
2018,Годовая,Национальный,SH_TBS_INCD,Таласская область,,PER_100000_POP,59.722977
2007,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,86.911498
2008,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,90.931636
2009,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,76.560919
2010,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,87.0
2011,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,90.31325799999999
2012,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,85.593946
2013,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,89.3
2014,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,89.6
2015,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,81.0
2016,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,67.0
2017,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,66.0
2018,Годовая,Национальный,SH_TBS_INCD,Таласская область,Женщины,PER_100000_POP,46.443942
2007,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,132.527127
2008,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,106.730401
2009,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,121.03776699999999
2010,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,124.6
2011,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,125.307942
2012,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,108.024821
2013,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,123.4
2014,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,114.1
2015,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,110.5
2016,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,100.1
2017,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,81.6
2018,Годовая,Национальный,SH_TBS_INCD,Таласская область,Мужчины,PER_100000_POP,72.71735699999999
2007,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,158.506191
2008,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,166.836568
2009,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,155.18168899999998
2010,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,154.517607
2011,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,158.53919199999999
2012,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,156.78039099999998
2013,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,144.320612
2014,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,129.231041
2015,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,141.654663
2016,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,135.218207
2017,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,136.2
2018,Годовая,Национальный,SH_TBS_INCD,Чуйская область,,PER_100000_POP,124.217601
2007,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,125.927217
2008,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,125.534299
2009,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,117.922225
2010,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,125.0
2011,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,112.21888200000001
2012,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,111.42140500000001
2013,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,108.3
2014,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,108.3
2015,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,118.6
2016,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,111.0
2017,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,108.3
2018,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Женщины,PER_100000_POP,99.197956
2007,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Мужчины,PER_100000_POP,191.988363
2008,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Мужчины,PER_100000_POP,209.227296
2009,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Мужчины,PER_100000_POP,193.791585
2010,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Мужчины,PER_100000_POP,185.1
2011,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Мужчины,PER_100000_POP,206.421677
2012,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Мужчины,PER_100000_POP,203.602691
2013,Годовая,Национальный,SH_TBS_INCD,Чуйская область,Мужчины,PER_100000_POP,181.5
